Индекс;Станция (RU);Страна;Широта;Долгота;H над ур.моря, м;Станция (EN)
VIAX;;Индия;31,43;75,76;236;Adampur
VIBH;Банихал;Индия;33,50;75,16;1624;Banihal
VIBK;Нал;Индия;28,07;73,20;229;Nal
VIBL;;Индия;26,98;80,89;117;Bakshi Ka Talab
VIBN;Варанаси;Индия;25,45;82,85;81;Varanasi
VIBR;;Индия;31,87;77,15;1089;Kullu Manali
VIBT;Бхатинда;Индия;30,27;74,75;213;Bhatinda
VIBW;;Индия;28,83;76,17;219;Bhiwani
VIBY;Барели;Индия;28,42;79,45;172;Bareilly
VICG;;Индия;30,67;76,78;308;Chandigarh
VICX;Канпур / Чакери;Индия;26,40;80,41;123;Kanpur / Chakeri
VIDD;Сафдарджунг;Индия;28,58;77,20;215;Safdarjung
VIDF;;Индия;29,59;80,23;1497;Pithorgarh
VIDN;;Индия;30,18;78,18;558;Dehradun
VIDP;Дели / Индира Ганди;Индия;28,56;77,11;236;Delhi / Indira Gandhi Intl
VIGG;;Индия;32,16;76,26;770;Kangra
VIGN;Гуна;Индия;24,65;77,34;478;Guna
VIGR;Гвалияр;Индия;26,29;78,22;188;Gwalior
VIHR;Хисар;Индия;29,18;75,75;213;Hissar
VIJN;Джанси;Индия;25,49;78,55;244;Jhansi
VIJO;Джодпур;Индия;26,25;73,04;219;Jodhpur
VIJP;Джайпур;Индия;26,82;75,80;384;Jaipur
VIJR;;Индия;26,88;70,86;270;Jaisalmer
VIJU;;Индия;32,68;74,83;313;Jammu
VIKA;Канпур;Индия;26,44;80,36;125;Kanpur
VIKJ;Хаджурахо;Индия;24,98;79,91;217;Khajuraho
VIKO;Кота;Индия;25,16;75,84;273;Kota Aerodrome
VILD;;Индия;30,85;75,95;254;Ludhiana
VILH;;Индия;34,13;77,54;3256;Leh
VILK;Лакнау;Индия;26,76;80,88;123;Lucknow
VIPK;;Индия;32,23;75,63;310;Pathankot
VIPL;Патиала;Индия;30,31;76,36;250;Patiala
VIPT;;Индия;29,03;79,47;234;Pantnagar
VIRB;;Индия;26,25;81,38;110;Fursatganj
VISM;;Индия;31,08;77,06;1546;Shimla
VISP;;Индия;29,99;77,42;272;Sarsawa
VISR;;Индия;33,98;74,77;1664;Srinagar
VIST;Сатна;Индия;24,56;80,83;317;Satna
VIUD;Удайпур-Дабук;Индия;24,61;73,88;514;Udaipur Dabok
VIUT;;Индия;25,81;71,48;152;Uttarlai
VIUX;;Индия;32,90;75,15;594;Udhampur
VLAP;Аттапы;Лаос;14,80;106,83;105;Attopeu
VLIP;Паксе;Лаос;15,11;105,16;102;Pakse
VLLB;Луанг-Прабанг;Лаос;19,89;102,16;288;Luang-Prabang
VLPS;Паксе;Лаос;15,13;105,78;106;Pakse
VLSB;Сайнябули;Лаос;19,23;101,73;326;Sayaboury
VLSK;Саваннакхет;Лаос;16,55;104,75;155;Savannakhet
VLSV;Сараван;Лаос;15,68;106,43;168;Saravane
VLTK;Тхакхэк;Лаос;17,38;104,65;152;Thakhek
VLVT;Вьентьян;Лаос;17,98;102,56;171;Vientiane
VLXK;;Лаос;19,45;103,15;1066;Xieng Khouang
VMMC;Макао;Макао, Китай;22,14;113,59;6;Macau
VNBW;Бхаирава;Непал;27,50;83,41;109;Bhairawa Airport
VNJL;Джумла;Непал;29,28;82,16;2300;Jumla
VNKT;Катманду;Непал;27,69;85,35;1338;Kathmandu Airport
VNNG;;Непал;28,10;81,66;164;Nepalgunj
VNPK;Покхара;Непал;28,21;84,00;827;Pokhara Airport
VNSI;Симра;Непал;27,16;84,98;137;Simra Airport
VNSK;Суркхет;Непал;28,60;81,61;720;Surkhet
VNTJ;Тапледжунг;Непал;27,35;87,66;1732;Taplejung
VNVT;Биратнагар;Непал;26,48;87,26;71;Biratnagar Airport
VOAR;;Индия;13,07;79,69;80;Arkonam
VOAT;;Индия;10,82;72,17;4;Agatti
VOBG;Бенгалуру;Индия;12,95;77,66;887;Bangalore
VOBI;Баллари;Индия;15,15;76,85;448;Bellary
VOBL;;Индия;13,19;77,70;915;Bangalore/Devanahalli Intl
VOBR;;Индия;17,90;77,48;664;Bidar
VOBZ;Виджаявада;Индия;16,52;80,79;24;Vijayawada
VOCB;Коимбаторе;Индия;11,02;77,04;399;Coimbatore
VOCC;Кочин;Индия;9,94;76,27;1;Cochin
VOCI;Кочин Интл.;Индия;10,15;76,40;9;Cochin Intl
VOCL;Каликут;Индия;11,13;75,95;104;Calicut
VOCP;Кадапа;Индия;14,50;78,77;131;Cuddapah
VOCX;;Индия;9,15;92,81;1;Carnicobar
VODG;;Индия;17,62;78,40;614;Dundigul
VOGB;Гулбарга;Индия;17,35;76,85;457;Gulbarga
VOHS;;Индия;17,24;78,42;616;Rajiv Gandhi Intl
VOHY;Хайдарабад;Индия;17,45;78,45;530;Hyderabad Airport
VOMD;Мадурай;Индия;9,83;78,08;139;Madurai
VOML;Мангалор;Индия;12,96;74,88;102;Mangalore
VOMM;Мадрас / Ченнаи;Индия;12,99;80,17;15;Madras / Chennai
VOMY;Майсур;Индия;12,30;76,70;760;Mysore
VONS;;Индия;16,54;79,31;201;Nagarjuna Sagar
VOPB;Порт-Блэйр;Индия;11,64;92,72;18;Port Blair
VOPN;;Индия;14,14;77,79;478;Sri Sathya Sai
VORR;Райчуру;Индия;16,20;77,35;400;Raichur
VORY;;Индия;17,11;81,81;46;Rajahmundry
VOSM;;Индия;11,77;78,06;307;Salem
VOTJ;;Индия;10,72;79,10;75;Tanjore
VOTP;;Индия;13,63;79,54;103;Turupati
VOTR;Тируччирапалли;Индия;10,76;78,71;87;Tiruchchirapalli
VOTV;Тируванантхапурам;Индия;8,47;76,91;4;Thiruvananthapuram
VOTX;;Индия;12,90;80,12;27;Tambaram
VOVR;Веллуру;Индия;12,91;79,15;214;Vellore
VOYK;;Индия;13,13;77,60;928;Yelahanka
VQPR;;Бутан;27,40;89,42;2235;Paro
VRGN;Ган;Мальдивы;-0,68;73,15;2;Gan
VRKD;Кадду;Мальдивы;1,88;73,50;2;Kadhdhoo
VRMG;о. Ган;Мальдивы;-0,69;73,15;1;Gan Island
VRMM;Мале;Мальдивы;4,19;73,52;1;Male
VTBC;Чантхабури;Таиланд;12,60;102,11;4;Chanthaburi
VTBD;Донмуанг;Таиланд;13,91;100,60;2;Don Muang
VTBG;Канчанабури;Таиланд;14,01;99,53;29;Kanchanaburi
VTBI;Прачинбури;Таиланд;14,05;101,36;6;Prachin Buri
VTBJ;Пхетчабури;Таиланд;13,15;100,06;4;Phetchaburi
VTBK;;Таиланд;14,10;99,92;10;Nakhon Pathom/Kamphaeng Saen
VTBL;Хоккатиам;Таиланд;14,87;100,66;37;Khok Kathiam
VTBP;Прачуапкхирикхан;Таиланд;11,78;99,80;3;Prachuap Khirikhan
VTBS;Чонбури;Таиланд;13,68;100,74;1;Chon Buri
VTBU;Районг;Таиланд;12,67;101,00;17;Rayong
VTBW;;Таиланд;13,76;102,31;60;Prachin Buri/Watthana
VTCC;Чиангмай;Таиланд;18,77;98,96;315;Chiang Mai
VTCH;Мэхонгсон;Таиланд;19,30;97,97;283;Mae Hong Son
VTCL;Лампанг;Таиланд;18,27;99,50;247;Lampang
VTCN;Нан;Таиланд;18,80;100,78;208;Nan
VTCP;Пхрэ;Таиланд;18,13;100,16;163;Phrae
VTCR;Чианграй;Таиланд;19,91;99,83;395;Chiang Rai
VTCS;Мэсарианг;Таиланд;18,16;97,93;213;Mae Sariang
VTCT;Чианграй;Таиланд;19,95;99,88;390;Chiang Rai
VTPB;;Таиланд;16,67;101,19;137;Phetchabun
VTPH;Хуахин;Таиланд;12,63;99,95;18;Hua Hin
VTPI;;Таиланд;15,27;100,30;32;Nakhon Sawan/Takhli
VTPM;Мэсот;Таиланд;16,69;98,54;210;Mae Sot
VTPN;Накхонсаван;Таиланд;15,80;100,16;35;Nakhon Sawan
VTPO;;Таиланд;17,23;99,81;54;Sukhothai
VTPP;Пхитсанулок;Таиланд;16,78;100,27;44;Phitsanulok
VTPR;;Таиланд;13,66;99,73;27;Ratchaburi
VTPS;Пхитсанулок;Таиланд;16,78;100,26;45;Phitsanulok
VTPT;Так;Таиланд;16,89;99,25;145;Tak
VTPU;Уттарадит;Таиланд;17,61;100,10;64;Uttaradit
VTSA;Сатун;Таиланд;6,65;100,08;6;Satun
VTSB;Сураттхани;Таиланд;9,13;99,14;6;Surat Thani
VTSC;Наратхиват;Таиланд;6,52;101,74;5;Narathiwat
VTSD;Чумпхон;Таиланд;10,48;99,18;5;Chumphon
VTSE;;Таиланд;10,71;99,36;5;Chumphon
VTSF;;Таиланд;8,53;99,94;3;Nakhon Si Thammarat
VTSG;;Таиланд;8,09;98,98;28;Krabi
VTSH;Сонгкхла;Таиланд;7,18;100,60;3;Songkhla
VTSK;Паттани;Таиланд;6,78;101,15;9;Pattani
VTSM;;Таиланд;9,54;100,06;19;Surat Thani/Samui
VTSN;Накхонситхаммарат;Таиланд;8,46;99,95;13;Nakhon Si Thammarat
VTSP;Пхукет;Таиланд;8,11;98,30;24;Phuket Airport
VTSR;Ранонг;Таиланд;9,77;98,58;17;Ranong
VTSS;Хатйай;Таиланд;6,93;100,39;27;Hat Yai
VTST;Транг;Таиланд;7,50;99,61;20;Trang
VTUB;Мукдахан;Таиланд;16,53;104,71;139;Mukdahan
VTUC;Чайяпхум;Таиланд;15,80;102,03;183;Chaiyaphum
VTUD;Удонтхани;Таиланд;17,38;102,77;176;Udon Thani
VTUH;Накхонратчасима;Таиланд;14,96;102,08;188;Nakhon Ratchasima
VTUI;;Таиланд;17,19;104,11;161;Sakon Nakhon
VTUJ;;Таиланд;14,86;103,48;145;Surin
VTUK;Кхонкэн;Таиланд;16,46;102,78;204;Khon Kaen
VTUL;Лей;Таиланд;17,43;101,72;262;Loei
VTUM;Нонгхай;Таиланд;17,86;102,71;175;Nong Khai
VTUN;Накхонратчасима;Таиланд;14,93;102,08;222;Nakhon Ratchasima
VTUO;;Таиланд;15,22;103,25;179;Buri Ram
VTUP;Накхонпханом;Таиланд;17,41;104,78;148;Nakhon Phanom
VTUQ;;Таиланд;14,94;102,31;233;Nakhon Ratchasima
VTUR;Ройет;Таиланд;16,05;103,68;142;Roi Et
VTUS;Саконнакхон;Таиланд;17,15;104,13;172;Sakon Nakhon
VTUT;Убонратчатхани;Таиланд;15,25;104,86;122;Ubon Ratchathani
VTUU;Убонратчатхани;Таиланд;15,25;104,87;123;Ubon Ratchathani
VTUV;;Таиланд;16,11;103,77;137;Roi Et
VTUW;;Таиланд;17,38;104,64;178;Nakhon Phanom
VVBM;;Вьетнам;12,66;108,12;526;Dac Lac/Buon Me Thuot
VVCR;;Вьетнам;11,99;109,21;12;Khanh Hoa/Cam Ranh
VVCT;;Вьетнам;10,08;105,71;2;Cantho
VVDB;;Вьетнам;21,39;103,00;491;Dienbien
VVDL;;Вьетнам;11,75;108,36;961;Lien Khuong
VVDN;Дананг;Вьетнам;16,04;108,20;10;Da Nang
VVGL;;Вьетнам;21,04;105,88;15;Hanoi/Gialam
VVNB;Ханой;Вьетнам;21,22;105,80;12;Ha Noi
VVNT;Нятранг;Вьетнам;12,22;109,19;6;Nha Trang
VVPB;Хюэ;Вьетнам;16,43;107,58;17;Hue
VVPK;Плейку-Сити;Вьетнам;14,00;108,01;741;Pleiku City
VVPQ;;Вьетнам;10,22;103,96;7;Phuquoc
VVQN;Куинён;Вьетнам;13,76;109,21;6;Quy Nhon
VVRG;;Вьетнам;9,94;105,13;2;Rachgia
VVTS;Хо Ши Мин;Вьетнам;10,82;106,66;10;Ho Chi Minh
VVVH;Винь;Вьетнам;18,73;105,67;5;Vinh
VYBG;;Мьянма;21,18;94,92;91;Bagan
VYBM;;Мьянма;24,26;97,24;112;Banmaw
VYCZ;;Мьянма;21,94;96,08;76;Mandalay/Chanmyathazi
VYDW;;Мьянма;14,10;98,20;25;Dawei
VYHH;;Мьянма;20,74;96,79;1175;Heho
VYKG;;Мьянма;21,30;99,63;852;Kengtung
VYKL;;Мьянма;23,18;94,05;152;Kalay
VYKT;;Мьянма;10,05;98,54;54;Kawthoung
VYLK;;Мьянма;19,69;97,21;896;Loikaw
VYLS;;Мьянма;22,97;97,75;747;Lashio
VYMD;Мандалай;Мьянма;21,70;95,97;91;Mandalay
VYME;;Мьянма;12,44;98,62;22;Myeik
VYMK;;Мьянма;25,38;97,35;144;Myitkyina
VYMM;;Мьянма;16,44;97,65;45;Mawlamyine
VYMS;;Мьянма;20,51;99,25;571;Monghsat
VYNT;;Мьянма;19,62;96,20;89;Naypyitaw
VYPT;;Мьянма;27,32;97,43;457;Putao
VYST;;Мьянма;20,96;95,91;192;Shante
VYSW;Ситуэ;Мьянма;20,13;92,87;8;Sittwe
VYTD;;Мьянма;18,46;94,30;6;Thandwe
VYTL;;Мьянма;20,48;99,93;390;Tachilek
VYYY;Янгон;Мьянма;16,90;96,13;33;Yangon
WAAA;Уджунгпанданг / Хасануддин;Индонезия;-5,06;119,55;14;Ujung Pandang / Hasanuddin
WAAB;Баубау / Бето-Амбири;Индонезия;-5,46;122,61;2;Bau-Bau / Beto Ambiri
WAAU;Кендари / Уолтермон-Гинсиди;Индонезия;-4,10;122,43;50;Kendari / Woltermon-Ginsidi
WABB;Биак / Мокмер;Индонезия;-1,19;136,11;14;Biak / Mokmer
WABI;Набире;Индонезия;-3,33;135,50;3;Nabire
WABN;Коконао / Тимука;Индонезия;-4,71;136,43;3;Kokonao / Timuka
WABO;Серуи / Йендоса;Индонезия;-1,86;136,23;3;Serui / Yendosa
WABP;;Индонезия;-4,53;136,88;31;Timika/Moses Kilangin
WABT;Энаротали;Индонезия;-3,91;136,36;1770;Enarotali
WADA;;Индонезия;-8,56;116,09;15;Mataram/Selaparang
WADB;;Индонезия;-8,54;118,69;0;Bima/Muhammad Salahuddin
WADD;;Индонезия;-8,74;115,16;4;Denpasar/Bali Intl
WADS;;Индонезия;-8,48;117,41;5;Sumbawa Besar
WADT;;Индонезия;-9,40;119,24;49;Waikabubak
WADW;;Индонезия;-9,66;120,29;10;Waingapu/Mau Hau
WAJI;Сарми;Индонезия;-1,83;138,71;3;Sarmi
WAJJ;Джаяпура / Сентани;Индонезия;-2,57;140,51;88;Jayapura / Sentani
WAJW;Вамена;Индонезия;-4,09;138,95;1549;Wamena / Wamena
WAKK;Мерауке / Мопах;Индонезия;-8,52;140,41;3;Merauke / Mopah
WAKT;Танах-Мерах;Индонезия;-6,10;140,30;16;Tanah Merah / Tanah Merah
WALG;;Индонезия;2,83;117,37;3;Tanjung Harapan
WALK;;Индонезия;2,15;117,43;18;Tanjung Redep/Kalimaru
WALL;;Индонезия;-1,26;116,89;3;Balikpapan/Sepinggan
WALQ;;Индонезия;-0,30;117,41;15;Muara Badak Pujangan
WALR;;Индонезия;3,32;117,56;6;Tarakan/Juwata
WALS;;Индонезия;-0,48;117,15;10;Samarinda/Temindung
WALT;;Индонезия;-0,09;117,43;37;Tanjungsantan
WALV;;Индонезия;3,45;117,86;36;Bunju-I/Bunyu
WALX;;Индонезия;2,00;117,74;14;Mangkajang
WAMA;Галела / Гамармаламу;Индонезия;1,81;127,83;8;Galela / Gamarmalamu
WAMG;Горонтало / Джалауддин;Индонезия;0,63;122,85;18;Gorontalo / Jalaluddin
WAMH;Наха / Тахуна;Индонезия;3,58;125,46;38;Naha/Tahuna
WAMI;Толи-Толи / Лалос;Индонезия;1,01;120,80;2;Toli-Toli / Lalos
WAML;Палу / Мутиара;Индонезия;-0,91;119,91;86;Palu / Mutiara
WAMM;Манадо;Индонезия;1,54;124,92;82;Menado / Dr. Sam Ratulangi
WAMP;Посо / Касигунчу;Индонезия;-1,38;120,73;2;Poso / Kasiguncu
WAMR;;Индонезия;2,05;129,31;15;
WAMT;Тернате / Бабуллах;Индонезия;0,83;127,37;14;Ternate / Babullah
WAMW;Лувок / Бубунг;Индонезия;-0,90;122,78;2;Luwok / Bubung
